"CH02","CH020038","127","121","109","357"
"CH02","CH020039","130","137","117","384"
"CH02","CH020040","146","114","153","413"
"CH02","CH020041","149","148","125","422"
"CH02","CH020042","109","122","91","322"
"CH02","CH020043","87","116","142","345"
"CH02","CH020044","159","129","149","437"
"CH02","CH020045","168","156","145","469"
"CH02","CH020046","171","173","144","488"
"CH02","CH020047","138","112","116","366"
"CH02","CH020048","139","168","143","450"
"CH02","CH020049","136","123","136","395"
"CH02","CH020050","166","153","199","518"
"CH02","CH020051","115","96","96","307"
"CH02","CH020052","155","130","126","411"
"CH02","CH020053","169","148","136","453"
"CH02","CH020054","122","129","109","360"
"CH02","CH020055","135","128","138","401"
"CH02","CH020056","158","133","140","431"
"CH02","CH020057","126","133","116","375"
"CH02","CH020058","126","142","152","420"
"CH02","CH020059","152","156","187","495"
"CH02","CH020060","149","144","168","461"
"CH02","CH020061","135","148","139","422"
"CH02","CH020062","141","150","153","444"
"CH02","CH020063","133","138","105","376"
"CH02","CH020064","103","125","123","351"
"CH02","CH020065","170","111","139","420"
"CH02","CH020066","141","119","104","364"
"CH02","CH020067","118","134","152","404"
"CH02","CH020068","97","108","119","324"
"CH04","CH040001","128","127","153","408"
"CH04","CH040002","173","156","206","535"
"CH04","CH040003","185","153","155","493"
"CH04","CH040004","152","136","146","434"
"CH04","CH040005","131","179","195","505"
"CH04","CH040006","185","222","160","567"
"CH04","CH040007","126","98","133","357"
"CH04","CH040008","115","120","119","354"
"CH04","CH040009","124","153","136","413"
"CH04","CH040010","174","167","202","543"
"CH04","CH040011","164","206","207","577"
"CH04","CH040012","130","136","149","415"
"CH04","CH040013","150","135","128","413"
"CH04","CH040016","193","162","166","521"
"CH04","CH040017","205","214","217","636"
"CH04","CH040018","218","172","190","580"
"CH04","CH040019","129","123","112","364"
"CH04","CH040020","164","164","204","532"
"CH04","CH040021","194","198","166","558"
"CH04","CH040022","205","187","203","595"
"CH04","CH040023","190","182","119","491"
"CH04","CH040024","213","137","257","607"
"CH04","CH040025","159","154","201","514"
"CH04","CH040026","163","147","149","459"
"CH04","CH040027","148","134","143","425"
"CH04","CH040028","144","199","141","484"
"CH04","CH040029","211","171","174","556"
"CH04","CH040030","132","120","119","371"
"CH04","CH040031","142","171","131","444"
"CH04","CH040032","186","158","156","500"
"CH04","CH040033","161","161","134","456"
"CH04","CH040034","148","171","137","456"
"CH04","CH040035","103","70","106","279"
"CH04","CH040036","90","110","110","310"
"CH04","CH040037","113","114","140","367"
"CH04","CH040038","65","83","93","241"
"CH04","CH040039","98","111","113","322"
"CH04","CH040040","176","187","148","511"
"CH04","CH040041","182","199","204","585"
"CH04","CH040042","127","139","147","413"
"CH04","CH040043","144","183","161","488"
"CH04","CH040044","89","108","152","349"
"CH04","CH040045","97","114","120","331"
"CH04","CH040046","120","144","121","385"
"CH04","CH040047","93","157","108","358"
"CH04","CH040048","150","132","118","400"
"CH04","CH040049","107","158","158","423"
"CH04","CH040050","190","191","159","540"
"CH04","CH040051","217","161","268","646"
"CH04","CH040057","177","168","224","569"
"CH04","CH040058","180","147","156","483"
"CH04","CH040059","162","130","160","452"
"CH04","CH040060","183","136","152","471"
"CH04","CH040061","168","159","133","460"
"CH04","CH040062","158","125","130","413"
"CH04","CH040063","154","155","152","461"
"CH04","CH040064","165","191","194","550"
"CH04","CH040065","194","190","171","555"
"CH04","CH040066","96","113","138","347"
"CH04","CH040067","129","104","147","380"
"CH04","CH040068","155","199","168","522"
"CH04","CH040069","100","103","119","322"
"CH04","CH040070","157","200","177","534"
"CH04","CH040071","147","158","157","462"
"CH04","CH040072","144","213","171","528"
"CH04","CH040073","148","198","179","525"
"CH04","CH040074","176","164","192","532"
"CH04","CH040075","158","149","191","498"
"CH04","CH040076","183","151","162","496"
"CH04","CH040077","185","152","210","547"
"CH04","CH040078","161","135","116","412"
"CH04","CH040079","128","101","100","329"
"CH04","CH040080","183","181","172","536"
"CH04","CH040081","200","161","164","525"
"CH04","CH040082","156","149","180","485"
"CH04","CH040083","247","224","246","717"
"CH04","CH040085","199","202","164","565"
"CH04","CH040086","146","157","168","471"
"CH04","CH040087","132","149","153","434"
"CH04","CH040088","183","202","214","599"
"CH04","CH040089","169","147","134","450"
"CH04","CH040090","183","152","172","507"
"CH04","CH040091","205","173","200","578"
"CH04","CH040092","128","173","149","450"
"CH04","CH040093","148","159","138","445"
"CH04","CH040094","172","168","159","499"
"CH04","CH040095","224","174","182","580"
"CH04","CH040096","186","189","198","573"
"CH04","CH040097","138","159","148","445"
"CH04","CH040098","128","140","152","420"
"CH04","CH040099","248","226","191","665"
"CH04","CH040100","143","96","106","345"
"CH04","CH040101","102","90","108","300"
"CH04","CH040102","136","90","91","317"
"CH04","CH040103","116","125","124","365"
"CH04","CH040104","117","146","124","387"
"CH04","CH040105","198","200","153","551"
"CH04","CH040106","208","181","214","603"
"CH04","CH040107","169","115","168","452"
"CH04","CH040108","183","181","245","609"
"CH04","CH040109","193","221","189","603"
"CH04","CH040110","120","70","141","331"
"CH04","CH040111","113","153","108","374"
"CH04","CH040112","156","122","100","378"
"CH04","CH040113","138","145","178","461"
"CH04","CH040114","180","157","237","574"
"CH04","CH040115","139","153","170","462"
"CH04","CH040116","132","130","150","412"
"CH04","CH040117","122","124","168","414"
"CH04","CH040118","163","161","181","505"
"CH04","CH040119","144","142","167","453"
"GU02","GU020001","126","101","149","376"
"GU02","GU020002","113","95","98","306"
"GU02","GU020003","109","143","141","393"
"GU02","GU020004","168","176","165","509"
"GU02","GU020005","158","135","178","471"
"GU02","GU020006","138","187","157","482"
"GU02","GU020007","154","138","97","389"
"GU02","GU020008","62","129","91","282"
"GU02","GU020009","122","98","122","342"
"GU02","GU020010","87","131","130","348"
"GU02","GU020011","72","89","62","223"
"GU02","GU020012","146","70","64","280"
"GU02","GU020013","53","81","89","223"
"GU02","GU020014","119","91","197","407"
"GU02","GU020015","95","86","78","259"
"GU02","GU020016","113","52","92","257"
"GU02","GU020017","209","209","191","609"
"GU02","GU020018","100","93","83","276"
"GU02","GU020019","59","69","98","226"
"GU02","GU020020","51","100","78","229"
"GU02","GU020021","41","41","57","139"
"GU02","GU020022","164","150","172","486"
"GU02","GU020023","87","102","108","297"
"GU02","GU020024","57","69","68","194"
"GU02","GU020025","136","174","141","451"
"GU02","GU020026","187","234","159","580"
"GU02","GU020027","193","184","166","543"
"GU02","GU020030","161","142","168","471"
"GU02","GU020031","112","178","122","412"
"GU02","GU020034","190","147","136","473"
"GU02","GU020035","186","157","166","509"
"GU02","GU020037","117","113","106","336"
"GU02","GU020038","57","70","56","183"
"GU02","GU020039","56","63","56","175"
"GU02","GU020040","129","157","145","431"
"GU02","GU020041","164","149","217","530"
"GU02","GU020047","116","117","130","363"
"GU02","GU020048","111","106","148","365"
"GU03","GU030000","0","0","0","0"
"GU03","GU030001","66","102","164","332"
"GU03","GU030002","165","124","145","434"
"GU03","GU030003","169","159","152","480"
"GU03","GU030004","151","150","122","423"
"GU03","GU030005","191","180","169","540"
"GU03","GU030006","192","142","182","516"
"GU03","GU030007","137","160","147","444"
"GU03","GU030008","141","136","107","384"
"GU03","GU030009","105","100","123","328"
"GU03","GU030010","109","157","164","430"
"GU03","GU030011","230","189","177","596"
"GU03","GU030012","120","118","148","386"
"GU03","GU030013","118","142","121","381"
"GU03","GU030014","112","132","149","393"
"GU03","GU030015","124","73","177","374"
"GU03","GU030016","177","158","181","516"
"GU03","GU030017","125","158","145","428"
"GU03","GU030018","119","190","148","457"
"GU03","GU030019","95","88","124","307"
"GU03","GU030020","167","200","178","545"
"GU03","GU030021","138","168","138","444"
"GU03","GU030022","163","157","184","504"
"GU03","GU030023","126","160","170","456"
"GU03","GU030024","116","178","126","420"
"GU03","GU030025","172","141","145","458"
"GU03","GU030026","150","129","122","401"
"GU03","GU030027","150","157","152","459"
"GU03","GU030028","116","81","89","286"
"GU03","GU030029","144","124","152","420"
"GU03","GU030030","133","103","121","357"
"GU03","GU030031","69","67","112","248"
"GU03","GU030032","104","116","153","373"
"GU03","GU030033","212","210","191","613"
"GU03","GU030034","149","157","170","476"
"GU03","GU030035","132","116","137","385"
"GU03","GU030036","152","143","171","466"
"GU03","GU030037","129","154","148","431"
"GU03","GU030038","108","113","114","335"
"GU03","GU030039","125","153","146","424"
"GU03","GU030040","125","123","115","363"
"GU03","GU030041","95","127","126","348"
"GU03","GU030042","121","112","134","367"
"GU03","GU030043","128","137","146","411"
"GU03","GU030044","113","123","118","354"
"GU03","GU030045","211","204","160","575"
"GU03","GU030046","140","226","172","538"
"GU03","GU030047","125","136","133","394"
"GU03","GU030048","134","151","159","444"
"GU03","GU030049","147","158","172","477"
"GU03","GU030050","208","204","157","569"
"GU03","GU030051","122","138","163","423"
"GU03","GU030052","135","183","147","465"
"GU03","GU030053","85","116","78","279"
"GU03","GU030054","119","117","76","312"
"GU03","GU030055","147","188","189","524"
"GU03","GU030056","86","137","121","344"
"GU03","GU030057","123","136","128","387"
"GU03","GU030058","160","160","137","457"
"GU03","GU030059","157","147","136","440"
"GU03","GU030060","133","124","142","399"
"GU03","GU030061","176","171","146","493"
"GU03","GU030062","148","159","181","488"
"GU03","GU030063","133","136","125","394"
"GU03","GU030064","93","102","105","300"
"GU04","GU040001","143","124","141","408"
"GU04","GU040002","142","127","147","416"
"GU04","GU040003","98","96","96","290"
"GU04","GU040004","150","131","172","453"
"GU04","GU040005","186","151","188","525"
"GU04","GU040006","114","134","121","369"
"GU04","GU040007","126","132","145","403"
"GU04","GU040008","104","94","103","301"
"GU04","GU040009","100","125","137","362"
"GU04","GU040010","137","143","173","453"
"GU04","GU040011","112","135","138","385"
"GU04","GU040012","155","163","187","505"
"GU04","GU040013","141","161","171","473"
"GU04","GU040014","132","145","176","453"
"GU04","GU040015","120","101","116","337"
"GU04","GU040016","117","104","104","325"
"GU04","GU040017","119","168","91","378"
"GU04","GU040018","204","221","171","596"
"GU04","GU040019","178","134","127","439"
"GU04","GU040020","106","93","89","288"
"GU04","GU040021","134","92","126","352"
"GU04","GU040022","146","120","98","364"
"GU04","GU040023","134","146","111","391"
"GU04","GU040024","108","129","100","337"
"GU04","GU040025","89","96","108","293"
"GU04","GU040026","117","135","127","379"
"GU04","GU040027","122","134","114","370"
"GU04","GU040028","70","90","112","272"
"GU04","GU040029","128","170","119","417"
"GU04","GU040030","174","167","160","501"
"GU04","GU040031","66","86","92","244"
"GU04","GU040033","83","104","113","300"
"GU04","GU040034","109","107","89","305"
"GU04","GU040035","137","133","162","432"
"GU04","GU040036","59","91","93","243"
"GU04","GU040037","103","87","105","295"
"GU04","GU040038","86","80","120","286"
"GU04","GU040039","83","108","106","297"
"GU04","GU040040","140","128","140","408"
"GU04","GU040041","121","113","82","316"
"GU04","GU040042","130","112","173","415"
"GU04","GU040043","69","48","103","220"
"GU04","GU040044","126","140","144","410"
"GU04","GU040045","105","134","175","414"
"GU04","GU040046","123","122","114","359"
"GU04","GU040047","72","102","69","243"
"GU04","GU040048","66","40","45","151"
"GU04","GU040049","88","86","83","257"
"GU04","GU040050","119","97","105","321"
"GU04","GU040051","97","96","86","279"
"GU04","GU040052","93","92","73","258"
"GU04","GU040053","82","156","99","337"
"GU04","GU040054","82","93","121","296"
"GU04","GU040055","97","82","93","272"
"GU04","GU040056","119","151","154","424"
"GU04","GU040057","116","137","122","375"
"GU05","GU050000","109","110","125","344"
"GU05","GU050000","100","133","168","401"
"GU05","GU050001","92","118","165","375"
"GU05","GU050002","104","96","113","313"
"GU05","GU050003","115","155","104","374"
"GU05","GU050004","167","153","147","467"
"GU05","GU050005","200","121","99","420"
"GU05","GU050006","81","166","102","349"
"GU05","GU050007","104","113","80","297"
"GU05","GU050008","133","114","100","347"
"GU05","GU050009","82","105","75","262"
"GU05","GU050010","70","97","84","251"
"GU05","GU050011","142","144","146","432"
"GU05","GU050012","152","166","201","519"
"GU05","GU050013","167","266","183","616"
"GU05","GU050014","180","179","163","522"
"GU05","GU050015","136","124","150","410"
"GU05","GU050016","176","194","119","489"
"GU05","GU050017","207","157","246","610"
"GU05","GU050018","196","177","188","561"
"GU05","GU050019","201","215","189","605"
"GU05","GU050020","245","178","188","611"
"GU05","GU050021","179","184","153","516"
"GU05","GU050022","77","101","98","276"
"GU05","GU050023","111","101","129","341"
"GU05","GU050024","175","140","142","457"
"GU05","GU050025","172","148","180","500"
"GU05","GU050026","145","155","94","394"
"GU05","GU050027","171","158","144","473"
"GU05","GU050028","108","127","154","389"
"GU05","GU050029","120","120","173","413"
"GU05","GU050030","107","138","144","389"
"GU05","GU050031","146","141","151","438"
"GU05","GU050035","70","54","47","171"
"GU05","GU050036","51","61","59","171"
"GU05","GU050037","55","81","61","197"
"GU05","GU050039","73","102","82","257"
"GU05","GU050040","74","50","80","204"
"GU05","GU050041","82","53","92","227"
"GU05","GU050042","100","140","148","388"
"GU05","GU050043","98","115","115","328"
"GU05","GU050044","92","131","132","355"
"GU05","GU050051","203","188","192","583"
"GU05","GU050052","94","186","186","466"
"GU05","GU050053","139","158","129","426"
"GU05","GU050054","162","166","159","487"
"GU05","GU050055","86","39","101","226"
"GU05","GU050056","89","75","91","255"
"GU05","GU050057","79","80","91","250"
"IB01","IB010001","223","192","233","648"
"IB01","IB010002","147","164","174","485"
"IB01","IB010003","170","206","184","560"
"IB01","IB010004","161","204","192","557"
"IB01","IB010005","187","189","158","534"
"IB01","IB010006","165","190","168","523"
"IB01","IB010007","179","185","106","470"
"IB01","IB010008","144","169","170","483"
"IB01","IB010009","139","169","204","512"
"IB01","IB010010","199","170","226","595"
"IB01","IB010011","167","190","186","543"
"IB01","IB010012","156","208","199","563"
"IB01","IB010013","188","219","149","556"
"IB01","IB010014","208","232","205","645"
"IB03","IB030001","129","176","183","488"
"IB03","IB030002","204","190","198","592"
"IB03","IB030003","200","116","175","491"
"IB03","IB030004","160","150","193","503"
"IB03","IB030005","139","150","120","409"
"IB03","IB030006","102","119","126","347"
"IB03","IB030007","65","73","72","210"
"IB03","IB030008","89","101","74","264"
"IB03","IB030009","82","81","67","230"
"IB03","IB030010","70","50","49","169"
"IB03","IB030011","57","41","64","162"
"IB03","IB030012","48","72","60","180"
"IB03","IB030013","168","167","186","521"
"IB03","IB030014","180","174","145","499"
"IB03","IB030015","118","194","197","509"
"IB03","IB030016","184","117","258","559"
"IB03","IB030017","193","153","150","496"
"IB03","IB030018","205","234","190","629"
"IB03","IB030019","168","139","195","502"
"IB03","IB030020","147","161","162","470"
"IB03","IB030021","83","41","99","223"
"IB03","IB030022","194","164","186","544"
"IB03","IB030023","179","192","213","584"
"IB03","IB030024","196","222","175","593"
"IB03","IB030025","178","144","154","476"
"IB03","IB030026","181","150","137","468"
"IB03","IB030027","180","157","204","541"
"IB03","IB030028","168","144","155","467"
"IB03","IB030029","141","143","154","438"
"IB03","IB030030","174","136","191","501"
"IB03","IB030031","121","146","147","414"
"IB03","IB030032","209","146","212","567"
"IB03","IB030033","178","186","210","574"
"IB03","IB030034","233","203","221","657"
"IB03","IB030035","181","186","213","580"
"IB03","IB030036","161","151","155","467"
"IB03","IB030037","213","179","167","559"
"IB03","IB030038","222","166","212","600"
"IB03","IB030039","139","149","155","443"
"IB03","IB030040","195","257","253","705"
"IB03","IB030041","211","165","202","578"
"IB03","IB030042","122","92","119","333"
"IB03","IB030043","118","126","125","369"
"IB03","IB030044","91","68","101","260"
"IB03","IB030045","76","69","75","220"
"IB03","IB030046","110","81","90","281"
"IB03","IB030047","156","182","139","477"
"IB04","IB040001","225","174","231","630"
"IB04","IB040002","189","136","150","475"
"IB04","IB040003","116","112","126","354"
"IB04","IB040004","170","167","201","538"
"IB04","IB040005","214","184","220","618"
"IB04","IB040006","126","245","175","546"
"IB04","IB040007","158","210","238","606"
"IB04","IB040008","155","116","125","396"
"IB04","IB040009","116","131","147","394"
"IB04","IB040010","132","104","93","329"
"IB04","IB040011","105","110","78","293"
"IB04","IB040012","122","116","137","375"
"IB04","IB040013","159","178","160","497"
"IB04","IB040014","150","144","135","429"
"IB04","IB040015","95","115","79","289"
"IB04","IB040016","145","138","130","413"
"IB04","IB040017","133","148","137","418"
"IB04","IB040018","122","110","136","368"
"IB04","IB040019","213","203","211","627"
"IB04","IB040020","168","134","134","436"
"IB04","IB040021","102","100","146","348"
"IB04","IB040022","127","162","166","455"
"IB04","IB040023","170","106","147","423"
"IB04","IB040024","97","142","129","368"
"IB04","IB040025","138","135","108","381"
"IB04","IB040026","158","141","199","498"
"IB04","IB040027","170","106","121","397"
"IB04","IB040028","147","183","152","482"
"IB04","IB040029","128","136","131","395"
"IB04","IB040030","106","126","108","340"
"IB04","IB040031","165","118","191","474"
"IB04","IB040032","104","94","104","302"
"IB04","IB040033","138","181","150","469"
"IB04","IB040034","136","138","173","447"
"IB04","IB040035","139","159","166","464"
"IB04","IB040036","191","178","132","501"
"IB04","IB040037","186","166","164","516"
"IB04","IB040038","85","112","106","303"
"IB04","IB040039","124","107","107","338"
"IB04","IB040040","105","99","128","332"
"IB04","IB040041","196","172","248","616"
"IB04","IB040042","163","165","189","517"
"IB04","IB040043","185","158","181","524"
"IB04","IB040044","191","170","164","525"
"IB04","IB040045","137","169","135","441"
"IB04","IB040046","183","173","198","554"
"IB04","IB040047","144","203","196","543"
"IB04","IB040048","133","158","145","436"
"IB04","IB040049","208","219","202","629"
"IB04","IB040050","167","243","168","578"
"IB04","IB040051","173","187","192","552"
"IB04","IB040052","157","149","121","427"
"IB04","IB040053","127","100","129","356"
"IB04","IB040054","168","226","204","598"
"IB04","IB040055","149","93","99","341"
"IB04","IB040056","93","83","82","258"
"IB04","IB040057","176","152","168","496"
"IB04","IB040058","199","183","202","584"
"IB04","IB040059","161","186","213","560"
"IB04","IB040060","106","129","100","335"
"IB04","IB040061","145","143","147","435"
"IB04","IB040062","98","129","82","309"
"IB04","IB040063","119","132","133","384"
"IB04","IB040064","75","106","107","288"
"IB04","IB040065","214","119","133","466"
"IB04","IB040066","211","225","175","611"
"IB04","IB040067","246","167","138","551"
"IB04","IB040068","161","147","121","429"
"IB04","IB040069","149","113","106","368"
"IB04","IB040070","152","187","153","492"
"IB04","IB040071","157","192","191","540"
"IB04","IB040072","166","181","204","551"
"IB04","IB040073","151","138","151","440"
"IB04","IB040074","59","56","66","181"
"IB04","IB040075","84","112","95","291"
"IB04","IB040076","162","145","117","424"
"IB04","IB040077","132","135","150","417"
"IB04","IB040078","130","123","180","433"
"IB04","IB040079","164","145","113","422"
"IB04","IB040080","108","123","130","361"
"IB04","IB040080","108","123","130","361"
"IB04","IB040081","203","183","161","547"
"IB04","IB040082","162","128","142","432"
"IB04","IB040083","159","140","157","456"
"IB04","IB040084","180","158","144","482"
"IB04","IB040085","202","144","152","498"
"IB04","IB040086","153","153","159","465"
"IB04","IB040087","163","147","155","465"
"IB04","IB040088","105","130","119","354"
"IB04","IB040089","96","132","104","332"
"IB04","IB040090","104","136","123","363"
"IB04","IB040091","176","123","171","470"
"IB04","IB040092","179","181","117","477"
"IB04","IB040093","135","181","145","461"
"IB04","IB040094","173","223","211","607"
"IB04","IB040095","146","145","177","468"
"KA01","KA010001","195","180","152","527"
"KA01","KA010002","182","155","155","492"
"KA01","KA010003","188","209","178","575"
"KA01","KA010004","128","134","124","386"
"KA01","KA010004","128","134","124","386"
"KA01","KA010005","173","162","147","482"
"KA01","KA010005","173","162","147","482"
"KA01","KA010007","151","207","183","541"
"KA01","KA010007","151","207","183","541"
"KA01","KA010008","131","115","109","355"
"KA01","KA010009","139","128","154","421"
"KA01","KA010010","134","123","153","410"
"KA01","KA010011","119","124","156","399"
"KA01","KA010012","173","213","181","567"
"KA01","KA010013","145","135","139","419"
"KA01","KA010014","188","123","168","479"
"KA01","KA010015","213","123","134","470"
"KA01","KA010016","133","138","169","440"
"KA01","KA010017","156","160","178","494"
"KA01","KA010018","234","171","181","586"
"KA01","KA010019","167","110","170","447"
"KA01","KA010020","94","121","118","333"
"KA01","KA010024","154","158","97","409"
"KA01","KA010025","112","147","102","361"
"KA01","KA010026","193","191","163","547"
"KA01","KA010029","190","127","141","458"
"KA01","KA010029","190","127","141","458"
"KA01","KA010037","157","214","189","560"
"KA01","KA010037","157","214","189","560"
"KA01","KA010038","222","213","220","655"
"KA01","KA010039","217","184","194","595"
"KA01","KA010045","150","204","121","475"
"KA01","KA010046","165","155","188","508"
"KA01","KA010047","192","160","167","519"
"KA01","KA010048","181","187","149","517"
"KA01","KA010050","151","130","154","435"
"KA01","KA010051","222","191","167","580"
"KA01","KA010052","117","117","119","353"
"KA01","KA010053","97","195","179","471"
"KA01","KA010054","156","135","190","481"
"KA01","KA010055","148","185","215","548"
"KA01","KA010056","211","178","202","591"
"KA01","KA010057","172","192","232","596"
"KA01","KA010058","158","134","162","454"
"KA01","KA010059","191","173","202","566"
"KA01","KA010060","180","149","160","489"
"KA01","KA010061","168","137","175","480"
"KA01","KA010062","123","158","156","437"
"KA01","KA010063","146","118","164","428"
"KA01","KA010064","128","136","133","397"
"KA01","KA010065","140","201","135","476"
"KA01","KA010066","119","109","116","344"
"KA01","KA010067","160","126","139","425"
"KA01","KA010068","136","161","148","445"
"KA01","KA010070","182","189","161","532"
"KA01","KA010071","105","97","118","320"
"KA01","KA010072","114","143","132","389"
"KA01","KA010073","99","78","92","269"
"KA01","KA010074","124","145","166","435"
"KA01","KA010075","131","165","111","407"
"KA01","KA010076","108","119","93","320"
"KA01","KA010077","78","107","98","283"
"KA01","KA010078","109","72","102","283"
"KA01","KA010079","113","152","129","394"
"KA01","KA010080","90","102","78","270"
"KA01","KA010081","96","106","106","308"
"KA01","KA010083","152","138","134","424"
"KA01","KA010084","159","151","148","458"
"KA01","KA010085","168","153","181","502"
"KA01","KA010086","139","138","182","459"
"KA01","KA010088","203","129","168","500"
"KA01","KA010089","164","177","170","511"
"KA01","KA010090","187","167","179","533"
"KA01","KA010092","151","193","133","477"
"KA01","KA010093","190","180","176","546"
"KA01","KA010094","119","135","149","403"
"KA01","KA010095","182","171","193","546"
"KA01","KA010096","133","109","176","418"
"KA01","KA010097","226","206","174","606"
"KA01","KA010098","162","162","159","483"
"KA01","KA010099","182","183","156","521"
"KA01","KA010100","170","170","155","495"
"KA01","KA010101","174","137","171","482"
"KA01","KA010102","144","127","133","404"
"KA01","KA010103","140","158","159","457"
"KA01","KA010104","114","86","89","289"
"KA01","KA010105","190","168","193","551"
"KA01","KA010106","174","211","213","598"
"KA01","KA010107","177","165","139","481"
"KA01","KA010108","189","168","183","540"
"KA01","KA010109","107","115","155","377"
"KA01","KA010110","163","150","176","489"
"KA01","KA010111","112","98","161","371"
"KA01","KA010112","121","92","147","360"
"KA01","KA010113","75","77","74","226"
"KA01","KA010114","88","87","83","258"
"KA01","KA010115","133","113","130","376"
"KA01","KA010116","142","150","159","451"
"KA01","KA010117","172","189","208","569"
"KA01","KA010120","65","92","75","232"
"KA01","KA010120","65","92","75","232"
"KA01","KA010121","132","120","111","363"
"KA02","KA020001","202","204","268","674"
"KA02","KA020002","224","183","196","603"
"KA02","KA020003","182","174","156","512"
"KA02","KA020004","160","120","142","422"
"KA02","KA020005","150","171","187","508"
"KA02","KA020006","166","154","134","454"
"KA02","KA020007","141","170","167","478"
"KA02","KA020008","154","175","193","522"
"KA02","KA020009","212","223","236","671"
"KA02","KA020010","133","145","182","460"
"KA02","KA020011","155","152","157","464"
"KA02","KA020012","170","145","191","506"
"KA02","KA020013","205","179","234","618"
"KA02","KA020014","111","147","102","360"
"KA02","KA020015","199","150","161","510"
"KA02","KA020016","187","176","158","521"
"KA02","KA020017","137","158","166","461"
"KA02","KA020018","146","161","176","483"
"KA02","KA020019","186","148","209","543"
"KA02","KA020020","122","201","141","464"
"KA02","KA020021","182","211","180","573"
"KA02","KA020022","190","204","213","607"
"KA02","KA020023","187","188","182","557"
"KA02","KA020024","195","214","207","616"
"KA02","KA020025","154","196","241","591"
"KA02","KA020026","166","138","121","425"
"KA02","KA020027","224","190","186","600"
"KA02","KA020028","204","178","181","563"
"KA02","KA020029","87","122","108","317"
"KA02","KA020030","171","173","187","531"
"KA02","KA020031","227","173","156","556"
"KA02","KA020032","179","178","175","532"
"KA02","KA020033","185","154","185","524"
"KA02","KA020034","133","105","173","411"
"KA02","KA020035","206","178","179","563"
"KA02","KA020036","171","171","153","495"
"KA02","KA020037","107","148","145","400"
"KA02","KA020038","179","162","191","532"
"KA02","KA020039","187","212","197","596"
"KA02","KA020040","166","169","195","530"
"KA02","KA020041","127","113","118","358"
"KA02","KA020042","110","107","160","377"
"KA02","KA020043","173","147","167","487"
"KA02","KA020044","169","168","224","561"
"KA02","KA020045","176","181","161","518"
"KA02","KA020046","148","135","168","451"
"KA02","KA020047","200","203","174","577"
"KA02","KA020049","160","188","173","521"
"KA04","KA040001","149","146","160","455"
"KA04","KA040002","202","195","203","600"
"KA04","KA040003","184","171","178","533"
"KA04","KA040004","172","186","176","534"
"KA04","KA040005","155","170","213","538"
"KA04","KA040006","144","200","168","512"
"KA04","KA040007","171","134","161","466"
"KA04","KA040008","137","164","180","481"
"KA04","KA040009","228","201","182","611"
"KA04","KA040009","228","201","182","611"
"KA04","KA040010","212","193","222","627"
"KA04","KA040011","169","192","208","569"
"KA04","KA040012","182","200","231","613"
"KA04","KA040013","217","172","179","568"
"KA04","KA040014","187","156","166","509"
